user_id	items
2167	1418560,172614,903733,358784,1844862,1463124,2500570,1628948,2620543,2709519,309122,477856,2474223,465574,1181257,1116429,740608,2305024,2046921,2756753,2183261,1805572,1146337,1880044,2488104,1441569,1992502,1662583,1541417,2690888,188823,1242727,1693629,1549837,1991458,2308459,2030128,258522,552280,865445,1697768,813500,2769464,1640693,2010396,1962902,2109426,756918,638672,653719,133717,2785232,1353178,2112935,969404,2253349,2748150,1371793,1314060,968207,835109,2447465,202592,1436739,814434,1986807,1636004,632304,1354734,2628001,770229,689299,1625703,972624,900329,1145522,2515426,1690704,2789527,2415699,2280935,1446225,1866719,360894,1617133,1907950,1354695,574019,1283563,1923134,430983,2753028,2585862,425199,1472163,622162,2235707,1401197,2328845,1044836,1128238,2448255,1834141,179603,2814378,2833029,594540,185267,2499751,2274867,29468,1060804,2012793,2627326,2460073,1859926,2438659,1022081,1279041,554987,1218690,2408595,590045,1584215,203784,1120819,1985214,1950644,1917221,2356983,1808666,1251501,1539207,1015843,2467435,1150508,2731503,2169130,820913,1677859,1787434,1818959,1386671,2792875,2563625,1209944,422508,953736,363350,2589667,1038560,1521798,973037,2494110,2120742,166621,2190950,1761173,2058703,1328306
2173	381437
2181	888719,298230,2100440,129870,1297253,728252,305656,778377,1803902,2301655,784139,1842677,859925,2796380,2378451,2753668,2817310,598255,52910,1593377,1346897,1608992,2533225,458876,2488183,401245,1814458,943964,2717833,1391010,415704,2008499,2149535,419289,1989171,703638,1560821,9655,2592202,1147126,2310873,452068,631897,1331490,881643,2052713,1296098,2441079,88267,11516,1219065,1122857,2254197,102828,2754751,2564112,2475496,466688,1361782,1316429,1754026,1472619,2013185,492792,742670,2308983,27517,625475,1066587,1787796,1270303,1472753,1872827,1610551,2179197,1921368,1095082,1476998,2521748,355228,1881678,2335689,2182592,274239,2477347,2749683,2658798,2264175,796235,52552,2741405,978158,1190157,695892,2018679,955768,2084438,1094345,1967838,2131442,578232,997650,2104259,2412774,2624589,2691912,282637,754427,688018,2239521,2467784,1968219,279296,937915,25535,640779,937910,433149,2756753,617452,76545,1840018,2550514,408729,2146379,2414608,1175520,1128487,1288591,1464898,946726,999258,549039,1994870,981583,968664,1805878,2534968,917456,1432859,323907,307415,1655429,2187637,596542,2523773,1433986,1915772,1133198,835285,752066,365319,497974,2415751,2321411,2003725,2164232,2774457,1976529,2379661,383035,1018198,1345613,2768930,788400,308378,1176698,1489385,2663500,2472344,952783,40627,1011142,292495,741088,1986529,2339370,2050766,2493069,181210,1283855,1452321,539585,574191,1886659,368799,241799,1866865,2040433,1941856,882096,1347003,2547485,1962051,1167234,2119207,2146288,858644,693191,609155,2291998,2359388,1892266,364073,2051577,372894,1808673,2622353,1225435,465925,1570497,2371498,2712319,2223322,316646,882322,802446,1940022,1788645,2172841,2489165,2430794,1405539,1110976,2347647,787575,1649984,1151559,553757,645240,2094918,825857,1039361,712509,120689,2366311,306649,2605863,1132923,1122959,1116713,40133,1675686,855080,1896167,506549,316771,1755998,1012457,2179435,2786178,1782726,1873658,1738745,371949,1236946,1766611,1015070,497914,2309883,440585,171789,1211667,337419,442356,418379,626022,303357,191001,1936257,1461803,1704741,1833690,2317125,41313
2243	812800,695331,182915,869550
2244	1761695,1259498,2588420,2082103,1969981,606765,363901,2150839,1996264,521280,340718,1406928,1347740,2783865,125181,2081022,1302269,2422470,261874,2530324,1404113,645119,801017,2224805,573860,1592315,1665472,267139,2123657,1010995,1526830,1041915,787450,1084812,66337,1424447,1357066,236045,1564864,2115060,2740865,1802744,392612,168859,1116826,730179,1682831,1543619,1285047,30541,2329577,1624546,2828706,2674869,1532028,1306718,1587872,238404,1213325,2381300,2054306,2553665,170069,95459,1567425,1873855,325839,1573414,688822,1355424,1438864,387020,1523344,38471,200645,840886,1836066,2550107,2414729,1868051,682075,509020,1989722,1717385,35422,2675085,1654244,274871,2250856,1537747,2381445,144066,277372,1663099,1368713,2111243,756129,1621082,2601750,1135818,1069400,1249895,1864933,1230588,1595510,109376,518251,2741406,2230521,2832236,1949970,1704929,1775397,1995429,638255,718372,2061111,1554445,111441,2409503,2126484,1514174,120934,1370379,1238916,1654773,2394670,1119540,1082477,2568259,2733303,76236,735617,1415958,1453389,2720382,2141956,1242936,878123,1864870,556608,1703771,2515471,1567204,632573,2514284,1404078,23925,1360652,631989,1279786,1820433,1273290,2574459,1031753,2777747,2764540,2641637,1795606,779000,2464350,116442,1687310,2323466,2230880,2829979,2675345,2203636,122476,39652,2715723,2318711,2445181,2021853,53618,213108,810427,719518,378561,469702,2435831,459448,941786,2365336,1942770,2528032,2547504,2588659,41124,198952,1132833,650042,630380,743724,268805,1193674,1071681,1918907,2140077,2822435,1395537,552702,2830931,492792,355128,1432525,600761,454405,1024582,2095116,2818198,1235629,1061978,1213607,940281,584042,2294135,1902832,1589084,1943034,2088833,1243867,1282782,2624298,74509,2457552,2141460,1602966,443572,457915,1790580,22218,1321527,925223,1505550,1849026,2042182,251118,1253668,1995653,850669,979630,2809679,1849416,1001953,784967,1240307,2350190,1596914,864486,1608835,943878,297265,56453,691437,1699391,1200234,2695955,1125014,1458495,686134,2766924,671042,1737930,486697,1522109,116585,1261868,1426067,1704563,380933,2442142,2595979,2702653,1239478,576448,2051207,287175,2760269,831955,133950,307613,1159647,1944493,2023285,1719988,1584040,688840,993515
2285	1152631,67619,2747658,836064,180876,2054114,2104601,2322993,1115316,2498458,1390127,1665004,1660956,1548744
2311	1754028,2133804,1464377,1904269,2453043,1553593,621399,2403696,1892294,2260636,2830931,2384173,918570,753720,1331488,2013185,942541,1815032,1814347,2542256,2070869,2062803,2525467,277698,277691,2775708,2475730,2114233,2762417,1015156,1254657,1838969,1279456,1127387,1279457,1852404,131756,3166,295496,2611871,653008,775411,827923,1101144,1663969,1213617,636791,2369774,9091,1882804,2744085,438058,15672,468071,469702,2660459,381682,355128,1125536,2613812,2083441,1451971,2750092,1673944,2165716,246673,1385068,2418056,246679,2712448,2093466,1472753,818280,865429,1872826,2418082,1432525,1543685,1897288,2724416,816038,2180248,2051104,1807370,1905419,1666927,1239537,2313341,384433,1173417,2307360,1506296,1313164,889973,2206377,2705169,1229050,2247131,294862,784184,542055,541375,1594640,1091271,303954,1932313,438397,1250563,100921,2086673,397975,2017733,2544369,1855765,1504611,1076361,259579,595781,1774737,966618,1898037,2441110,2658488,1149209,564135,1484728,2715741,1039783,1298011,296698,650585,1530876,929367,2409838,691326,2141954,1957944,2527524,2517566,2200203,1979603,2806261,2073872,2091908,2470216,2429866,429705,2199944,910060,2687508,400392,2169994,835912
2330	
2334	174698,1327205,2629379,1398459,2286181,348718,2494341,1762379,2296914,2449073,653008,651616,392835,416851,2273219,1670525,1425091,2116220,2232664,2474865,2747682,2093615,1326507,1736256,1296269,2075830,241131,2796060,304925,1514317,1615902,1017169,1269597,964352,1175948,1447230,1230145,10265,958383,180758,2040459,454324,2296869,1692105,968315,2493783,2112088,2608109,435484,2565372,430763,674349,473754,2711497,852905,573639,548034,571817,2358389,1375315,2030747,2667509,2406519,837656,702729,2678593,1292247,968730,1364663,474225,2428630,101784,2676227,1871640,473971,1667328,1613207,1165801,87153,1427151,1853204,2432561,2154817
2363	
2374	628101,2564077,77679,67401,1712562,874156,2798436,2453243,389354,943605,49560,1522295,2352550,320567,320572,711511,426733,1809161,453714,325778,1416987,1405126,2736233,446498,911310,1799514,2115510,1827774,2468431,1020061,2209425,457867,270357,2531204,1783148,2382192,760545,1943138,887005,990596,427506,2737986,2255095,238611,1244009,1317927,1724549,603057,1369882,2076985,97686,2686436,507534,1797436,2114305,2029699,1702250,708432,577105,295614,865714,2641366,787074,1494694,2432634,1393728,373938,163290,2257267,1406036,2648299,641212,1868745,322165,1421221,1578234,228918,142280,2011964,1552323,2470153,2726760,2793970,31597,2656228,2045877,2788968,2061302,2123297,1412477,2730139,807383,2689464,2692941,1835791,1374600,2517011,1436506,462025,298167,1502481,67151,2599472,921458,1249098,400296,1688140,2512209,615348,1894783,1650740,630772,2731027,1673051,2583438,890007,2197320,2078442,2352270,62966,1553113,176785,2602042,2634246,2754862,2614239,503476,2655366,1514675,2252769,183271,1895803,253051,418435,89060,197813,2811668,832515,2259186,1192562,890168,2651396,1472546,2367222,2331929,1665352,1692489,148799,1043846,1951645,260860,362602,434754,819914,391293,760362,1634035,9946,261285,1138728,677128,1195762,675868,2218685,829465,2027193,1167447,2256762,400441,1701162,887522,2164801,987321
2400	2418840,2778161,73937,393042,2495939,1990156,2242718,99840,1404157,1221493,2049988,338775,787988,796401,13852,1212679,1591219,218611,2381357,2190226,1305168,1494798,2683814,2190912,2522632,2528001,1479189,1880453,2762862,1401315,721524,1965839,282739,2024314,925238,464993,96956,1772563,2199967,2127895,2177654,1837347,2686751,2356417,483303,1495488,1495972,2549908,2131571,2204387,2657076,468106,723246,1292500,1237973,2051352,546399,1805815,2755832,1950394,2804059,2436654,2675572,145466,1197774,2406245,2440961,1917619,264230,740786,2254609,158022,1339916,2386985,1941339,1238639,1822307,1669964,1627994,1890747,1306183,1028838,2521882,2630638,2117190,10571,1747136,2345637,2393727,1068458,471422,1791543,1221231,2604251,1221949,1526090,2059347,1439414,1761444,1791821,675129,2117592,2255260,785931,1047889,821165,2323872,2546184,563421,1162817,390478,2025782,2362066,2319848,294429,147025,2045602,1112235,1472619,1986900,2502459,1270277,183044,847050,1998462,1154107,2517557,2115471,1652687,781610,2762810,1892458,1479573,147093,1637748,1871909,1605604,805636,2438473,1728184,2295508,228125,603352,466133,1017012,574017,434640,1624751,217652,1498422,1815097,50594,2613750,173437,1690499,616862,1277204,651899,2181026,1904077,439169,2826988,1535402,2471959,83854,2474102,763733,1092032,188988,2668628,1957614,2173797,688198,966407,2322150,1487455,1765451,837606,1257376,16156,1322478,126771,2240115,2637026,984642,602925,1267480,1372626,2507104,1854196,1713971,2528238,2158929,1312202
2442	1077851,2683774,2684215,956562,2062124,1574205,813959,1594607,618650,264738,1988480,1883701,2104700,1265890,2718533,668495,2188013,1993821,1675726,262769,2540271,2219294,1866860,1850403,1276423,794645,2099817,1319021,1855397,1254857,1662472,2132079,2594743,2070037,1630091,510492,498144,1773792,1092283,1522709,2341821,1793443,421241,2600971,1739599,1471465,457188,171614,1157797,2190590,1308430,2304645,2059988,2572173,2609799,2707879,1863865,1542015,1523965,1813748,1108011,879695,659939,2127323,2646776,107380,102217,1582709,1319177,2177540,1940022,2459679,2257456,1206448,2763816,1039361,1952287,275042,2289657,2069431,2534712,2698070,2810068,2004016,520019,2018166,218724,2481696,66891,451114,2780309,1794573,1263469,2368420,1332112,2494341,2100337,2668381,1155787,651701,1435575,2178148,2283707,2047549,1306278,202600,35364,2034363,75376,2073151,1330458,1559941,157134,984543,2791525,2338913,1991722,1708813,1566657,818326,2604898,1478930,2013188,2600211,662426,2636594,1129515,2444050,1925583,2180900,1433595,751097,2116726,175396,1734209,290710,745829,345743,567795,545957,463990,2736818,430408,1866241,1780895,1916882,528862,222022,1283162,1971924,2355754,1504067,737723,1835934,286479,647296,877959,1490934,1237728,487727,856216,1743820,1885935,52391,1007338,1345825,2139222,630492,1126212,2123235,886174
2488	827121,2469015,2815968,479481,341639,1423501,732896,2722838,678685,1977722,2502630,2332797,193508,2391856,1842144,2805315,1780258,1877802,1916406,2194297,2021565,2432821,2027718,537507,1393874,2523066,2229853,1458895,1591886,1915026,1617355,1078579,113256,959,274239,571059,1754173,1929161,859314,989526,2792718,749885,1114697,1462372,1561762,685629,1959093,1559503,2560495,1882109,1720907,1620053,1096342,2569804,714060,748666,2322402,344857,2689132,1611462,1073575,2439279,1126935,290074,2044578,2285616,2194305,570044,1260716,459842,1545743,401855,1686238,1160244,2769389,982046,1101086,2082715,685328,1279269,498355,1569537,2650913,2024423,2797785,1999889,650363,1273504,1320530,2179631,1498555,1670543,792846,1971809,1228486,553604,1989145,1282411,1333116,1265639,2084504,910794,136296,1846497,2502832,1096073,1402950,1153154,1642857,2383663,39792,206245,940147,464884,853280,703088,499834,583035,588245,1726521,2571523,1205645,2503790,257715,1072807,1247827,834906,709041,156617,495946,2271327,1975590,1939189,2391258,2158896,1852262,264084,2410036,547139,1046948,1642535,807867,1135021,1232284,91418,2159449,469900,1021878,2640126,1525281,706655,1324464,1016177,2088517,2639036,2090683,2548442
2489	1221539,2140737,2115954,1743820,1850409,2112533,2669398,1913101,456200,229737,370970,2197708,51821,1112708,1631914,1972454,883302,2559272,2498021,748629,317818,375717,612404,920080,2828759,345780,2407172,1068196,1498625,2322352,462123,1903712,2213564,807133,755170,1354115,2041650,1113670,1348679,1209946,491392,1181257,1351083,704708,135559,963600,2497959,2663783,1957805,1465856,1397147,420835,1862776,1124313,1165629,2574235,938102,892324,347862,408074,839442,428982,1613878,213583,2155724,1385058,1121784,1857088,1861218,305275,2037870,1149585,7433,7170,133661,894422,1066670,1233098,487685,1007248,2225667,2770606,2654997,1138510,1665472,525562,2167355,144568,1147635,662572,724772,386084,632733,1860111,2802280,2724409,499113,1558822,595108,1852186,772744,1342144,2344984,789299,529912,1941761,881043,2711240,80087,397742,97226,2832219,47655,1961993,1087808,368305,484873,1583547,1311466,2149722,2415405,1378786,2610048
2490	
2539	
2553	1844718,112742,2596031,1246876,648513,400626,665697,1420933,1650,1792073,1275658,2391528,758125,2692456,2548903,2298530,2039885,2664372,1182213,2246053,2643708,2821202,2736619,899010,733009,1355333,1162635,433636,2447412,923853,1302547,2537313,1683308,2141991,316470,2477432,2626534,2809793,47117,200250,50777,1844172,2806740,565712,311886,725222,1978055,2579706,943279,977736,2681232,83151,5269,624756,2243138,1002698,2471574,1610138,1086054,326475,2045938,964970,865213,2528888,95459,1993661,1643516,2536227,870815,940281,1754179,2400255,888509,439169,901833,1704929,4016,80358,595231,776658,987839,2063101,1211688,1587412,1373508,343782,2828547,123061,2716161,395099,397234,2377972,1488586,770148,1715194,727624,1996101,259861,442984,14786,2140196,1733664,2489551,15380,32941,1279698,2629536,908273,1433577,598014,1729279,1922833,2309201,328260,1255226,923906,298644,677138,170069,2821257,1438864,356879,2424057,1159486,1371184,2678107,2295508,1801998,849866,2344415,2321507,2675085,968275,1749875,2014979,1569536,1067930,2641805,983728,1058425,463575,2763909,2819822,253835,2619912,958184,2501100,1342228,502977,309781,1993952,2381300,2013793,561091,1592197,1920487,472442,2820358,170272,402106,2736342,1323694,708414,1201865,174671,304588,2174644,1378850,2279009,1039495,1976523,2200470,1993645,174831,1621082,43584,2457269,188942,1636702,346001,784920,778063
2597	
2614	530116,1915069,1747935,367173,900841,2657347,2673759,1995788,1785216,1512283,276483,1456585,1095018,913991,1143895,2807563,1506466,837804,1547385,21431,314180,2453468,677793,2316517,1685690,288920,2439320,1690208,162580,1517376,2156529,1231639,1727932,2551504,1577547,2171599,922410,1332117,2409992,2573752,2815537,361595,1427290,1850792,70546,2377074,1184075,1117767,2049740,752729,2142885,1959710,1060664,2277382,2282596,1490558,457346,2099405,1249887,703798,2807740,968243,720299,154118,2163576,1913000,1465019,1459867,1368299,830097,2739062,1169964,799902,1494051,2655749,1821289,1904269,1778899,2283284,2283288,1017169,1695257,61539,1692913,395565,1213325,1436017,2779704,1892294,2593994,918570,2632950,2013185,753720,609361,942541,1814347,1815032,2686436,607850,1815039,796373,1402121,277691,492792,2070869,1964249,588251,2762417,1306718,1254657,125288,2114233,1279457,2501102,332604,2308983,653008,2501108,889433,1837320,2237900,1127387,892273,295492,775411,502977,1882071,2683919,1663969,835912,274782,1690704,9091,827923,2415711,1213617,152623,155033,2744085,667208,1661184,2733021,249295,2415715,261490,1949270,1729272,469702,1052870,32566,596579,2418056,1334534,989818,1235629,454405,79176,2481587,2821934,601018,1619936,22531,2111475,1791349,351714,621100,1505173,1623110,718556,2366868,1485241,2311345,2164259,1023160,2302955,769408,1201865,483677,1619064,2713171,2407131,1200139,1524166,2359248,2183385,1238759,2345316,262043,836903,1582015,2003200,1210352,2544369,405226,638255,2655972,443049,487162,2093883,1784233,2409503,1572582,415745,2785029,1225684,908014,2579374,2586221,2588611,377055,1622428,2614688,259861,2716161,1558997,2504231,473877,1515867,2137916,1403522,2373330,605165,1167039,372602,2517566,295490,1265248,2830931
2630	
2636	380834,1101730,117530,7548,1496059,2439632,1244269,2315490,1825865,1909606,1095015,98231,1650788,315354,986707,2140760,1734892,2698928,2018242,2356523,1329623,1831403,2457109,1037124,298711,416708,1447875,740700,1006933,2822852,151908,1794414,873990,2341226,91176,205608,1164925,959761,253235,2094004,1878763,2486985,2280814,2419848,1707942,780790,2079021,1983462,1866427,2233096,984182,758113,1003796,2032448,417966,1505574,4209,1416176,1275283,1267448,678099,1465709,717439,2265463,1811791,2546864,2293877,428642,2636599,1305514,360899,306192,2062686,1850488,223948,858798,46386,1671480,2434613,152977,522932,2318050,1477087,92095,1841263,214127,2740141,2087064,2756594,2751699,1822875,840633,2484378,2165845,2372353,2617837,1980837,751953,925892,875673,2459437,2147353,2577817,1346583,1493919,759276,493827,985879,11872,1930189,384146,1520189,2313494,1038171,1645237,931960,374097,1685920,2461626,1176185,1854777,2804564,1232043,685369,1258210,227887,2381218,1794252,1267767,2218642,469347,2208836,2066539,1824700,7195,1211496,275434,1401988,2104243,1828340,493905,269661,2275373,167312,661586,1772306,540637,1935916,752899,1818319,942549,2148594,2482068,2166431,2689118,1742907,128644,616364,828836,591042,234915,1848515,544664,917278,2291823,1798020,2642874,1898821,1874779,837384,1559139,1892459,2409284,1347166,1525360,546923,2085676,1742695,1042731,1996890,838351,241799,1535512,2617980,2452429,1565781,1447038,1048841,625882,917192,1052879,2543930,599451,1386403,748940,150563,934207,2753028,1835796,6993,40430,2614508,2573960,1859519,2452003,1107351,938223,2300326,2271860,1960280,1994060,1023193,1312298,2451556,1056317,2736348,2131369,2131365,1901617,2294230,2496593,2503607,2339386,2506281
2651	2188679,1430453,2028351,2107515,2589027,2755453,1511497,1776473,1002289,980154,1180706,2621289,32941,479160,1976680,557935,1681860,562194,598094,938681,1916523,795853,2280414,440867,2053833,993351,21579,2802172,2327694,1985765,969703,2284905,2103957,1982386,483346,1033667,442354,2772845,1570051,2728026,1735451,1932400,1848237,1712168,2125589,1137905,968682,847017,2704015,1312437,2047328,1127663,1877742,1574452,243667,1600287,1234153,1647800,1416308,1682206,814848,1545901,528630,420709,1975758,2658486,227515,380641,431408,2759833,447390,161139,304245,1496888,2769464,2748150,208015,108752,2678556,1564530,786459,759567,2382674,1005819,1658090,1331679,2508062,2800645,928245,1630080,1665494,1738876,2284350,973707,2705939,609444,271851,115991,612922,923765,1827372,511492,1138117,1638231,167497,2683814,1826565,2765489,1165000,1565046,2294453,2719500,2663455,224414,2777991,1531260,480097,1112956,453593,2604296,2064366,2522042,973179,1943746,2566912,947858,886131,1615365,1893122,2541836,2525192,2208035,1818613,184222,657433,1442883,2143527,1121553,343634,504676,1421296,2654313,1488901,1410922,337394,2077577,1566606,1361657,1122403,922654,1619953,1572832,2381987,2394182,324477,2340640,220786,1575277,1847543,1293413,1260011,1880552,574286,2195100,2768033,1141630,1989213,305531,803444,331522,2284207,2282014,2061874,942570,1978979,1335946,195845,1612454,2303481,2017272,2736380,1602916,436912,1503054,1397455,687920,1807408,2634572,581088,515396,469459,1486326,2208435,1970049,1705102,1968799,28777,2535842,941214,1923134,1803087,905515,198515,2411340,978762,274625,2528103,2356731,1204547,756918,1442294,2821822
2662	
2679	1468527,613586,614344,962299,1102105,288466,2489594,2316014,2749016,2744803,2549945,1469226,1731760,2419818,559074,2384947,161709,1099314,295901,592188,1067132,1141696,918480,2093086,1303192,1809086,1481470,1101167,1540627,753703,210739,746483,2409128,2810639,533944,2589731,182273,2791517,638344,1889316,2158329,2820142,2644210,273485,2595761,2345087,1612622,2636686,168246,1225745,965475,803661,431509,1594366,2256093,2454163,1590266,2011163,2652184,1986103,125927,760894,37126,1251657,2331846,2791264,1315638,682505,400158,2049680,539649,2258266,1963738,804968,1600762,425931,1814347,1921368,2642319,2169817,711123,965357,2365786,1762615,1597324,631023,318660,261658,2578163,2632330,1601830,1668899,591597,1625819,2618385,384571,1630658,1908701,2245926,457370,764185,1613091,1059872,309498,48515,1832361,280721,2520359,1344278,592476,2420038,708667,760040,75918,293766,922441,2091681,1871874,1151749,1885282,716996,1761306,1224691,2317334,698618,2752993,217447,1941680,228233,196476,1967349,1940701,165301,1365955,2543262,48479,1718967,734096,1935538,624302,457601,2579773,2468308,1441026,2725519,2774261,1494710,1148262,493574
2691	952525,2772718,1815032,195141,1256859,1336213,2759127,910827,2634975,1445198,159225,232406,1620251,1081947,2338786,196773,2323802,260404,982738,2739999,1589084,320189,322114,680089,2482254,1576792,1193218,2345019,2504198,1335664,1957367,173437,1039495,1804940,308506,850269,1799649,1965420,1767144,2444488,1043513,1293940,2117541,1889822,234167,167648,2797787,1242836,1241681,42101,2667419,1626755,1658824,1571678,2215927,2389349,1170853,427919,2517566,2556864,1304236,402008,745361,1728166,2291431,1512245,1135168,1594281,161269,223241,1926048,1673229,2115632,2673881,234084,2275330,9237,2479172,1281473,2685522,2004689,615026,1632145,587716,19703,266712,2722849,2414049,1188818,1848778,1120919,1827533,2449241,934882,2473385,1694797,275376,1358601,1971106,2163770,2262036,1295837,2588441,2051121,1789261,495447,1160822,781236,2690625,1246668,2047328,1221544,911440,1385441,6234,365574,1444077,2054517,1039921,2454704,421209,1112428,183847,1013998,2602013,1556170,2813646,1147664,2009453,1144229,1937739,2519179,1865626,980493,1991526,517952,413402,252833,1862780,2699781,1120102,1039871,1435162,2701358,997443,2330328,222443,823365,2279114,776006,375036,18268,1921453,1857081
2709	124645,1660765,1761839,2026836,30640,446217,2127472,32330,1652403,1878517,2066665,349417,1636793,14002,1427379,1671037,1239219,2080947,604883,1176931,1365989,575787,422652,1474049,496216,840869,779166,1933985,870345,853867,2265997,130123,275947,1138918,2751336,2625957,937125,1105885,346247,219500,463597,2006629,1255072,2057994,1510898,1793536,830989,1036509,1631426,825947,1797190,1726247,1447093,794823,1339192,2479076,2823725,1132548,746912,2056317,1032309,1020671,878555,2587264,494305,2215584,1145964,1036870,2311617,1737890,1312944,1451332,2527627,2721361,1050326,607622,1180707,1267939,2480285,1835481,619843,2108691,2151680,1679763,2593396,676886,1808673,2471510,2171853,331507,1650544,1028764,1274459,414234,350300,1995439,1801435,1391622,2416809,860655,608169,1315106,459221,2326501,2771142,1816425,1677656,2588795,525107,292613,338973,867514,468700,2476405,93625,2225069,75051,1848388,243703,1394034,262673,228170,465338,640082,119069,1884646,1734984,2810528,1002787,2513569,636921,2437602,2539096,2080883,824603,877404,2163606,1824994,812241,2136864,2305381,120896,201621,2572208,216614,939177,678167,2134345,127625,2328545,1962298,923181,1978482,1941391,1925721,1756693,950104,518297,151749,2364385,1786527,618478,1894772,447754,1739228,915054,2693807,1724236,521243,102249,32109,2097499,2267375,1577056,1952185,2522419,2027280,1193819,1573189,723927,337871,843146,2410997,1350157,1008064,2586925,2722691,1157377,1016143,2327681,735135,1479581,2446273,2745605,490916,2030349,2061274,2411553,1455172,1944427,1969465,994188,2177701,1380913,409040,707228,2509488,2071542,1477288,1596453,2623911,1298082,605231,1546674,1189116,1971452,2810352,2393878,1557062,2613144,1024647,625318,2013158,1643968,325994,1835544,2266036,1855855,2064056,724387,2491784,1341723,1737459,2579617,2814002,905623,24266,365054,2503444,2241398,1955091,2574461,1689547,2261181,2166572,2149615,2593994,1993661,1523344,171068,2525098,1543725,2627154,2368831,2270243,1688634,1825156,1923577,188373,1204373,1236015,2220542,2654973,2016111,2774545,1754179,1323801,1059637,1573378,60595,2359248,1334494,2120035,2345316,2737602,2626745,1535409,2423464,2586497,301071,320926,1295443,2057641,2218749,2774599,541357,1570510,2215521,1424217,1468604,2213987,121495,204857,714789,304129,155211,1695678,1781471,2147052,1030062,2134130,2615055,1585438,1966505,201552,2526299,2331619,1303513,1855791,1941402,1488900,1982214,2692156,2253053,1297500,297265,417278,1086394,1522034,776137,1885102,2416702,875492,340967,2775412,2725781,619556,1236,934687
2719	2159657,1620229,240773,1167113,1396825,285205,1250462,1759197,406814,2560641,431895,170331,921841,412036,1298494,1924768,1727463,2306974,1138792,1685803,914780,769106,1615074,2291714,936626,1211783,1115670,491928,223833,2258154,1776882,1611891,1200953,1923414,277350,2691637,2634772,1835489,1083431,145526,644313,748139,1511755,618531,2218133,2056209,1922230,2087064,359309,2219849,2669464,153975,1094466,801449,2229686,1773060,2296266,1398978,2480036,1763397,620047,1619380,1754026,2789050,1464070,822326,1716405,908318,548212,621399,739198,1804730,791806,942541,1814347,1433577,2147612,1402125,1477736,1306717,588251,2827055,929091,749136,48242,681562,2509333,2114238,2229125,2501102,2696219,1837320,850760,343733,459224,2237900,332604,2148594,1993952,1882071,1545040,2415715,2080383,371970,1519231,1328474,1047377,682686,422605,2734559,903733,1729279,2310601,2668208,2743574,1125535,2323317,1871706,2388671,865213,3962,1540696,2750097,1175304,2375006,2598054,1600760,2665365,539605,1129604,662820,2783571,1053420,899407,1772079,1693176,1881679,1085547,2281986,1885736,2781436,1092951,374456,1610551,2744085,425931,325978,1167314,1966198,2190101,2528888,2503605,277699,1891183,2010695,1063497,1153159,1336213,1814855,1090319,945518,344184,1652122,2788115,2776839,1234540,669586,132002,882096,187527,2001491,2311345,2599051,2474223,1119211,217652,477856,2102542,1898846,1805561,2054458,2594734,673913,2074055,1016153,814231,2593666,1365451,1456784,2302072,111830,2258880,963017,2604887,87808,53221,2446,2025962,811584,962827,573735,302521,1602492,2491117,150399,240583,2128530,721016,2380509,55286,1830493,2744661,2814111,2170630,1960742,2592098,13827,2236176,919742
2742	1840865,1131583,1277005,1382540,1790268,1970244,1008313,1026756,1718499,1418192
2776	
2791	944039,403485,940136,1254425,573621,1256336,2696617,443615,1753103,2493743,2016109,1278965,2415939,2274351,2647797,1980391,1535848,2147134,637271,783746,376717,1163235,1976804,2756877,2365306,2057747,763626,1173707,1705825,1342931,544806,1459057,1293045,1866772,291812,1552231,187479,1886725,739876,534532,2624498,2424543,1847918,2347898,2832084,1237576,318081,2150470,1807477,2740960,2577898,1720579,676284,106381,2177393,1154357,165479,1051847,2636546,2272073,2503135,1002297,1213325,1805063,183990,688405,247588,1970355,2521748,1976118,886069,2642445,1652122,2246000,2237221,584043,2831615,2462948,430983,1294378,2555872,1464970,385551,443780,1432685,1541399,301520,1964819,2008028,1370031,1263493,1109250,2591341,814805,918626,2622660,776205,536277,1080462,2659001,1466888,1397353,2285661,2608367,2296265,1071592,157998,3396,381946,2481188,1549342,2025587,1551074,1619069,1198172,1102918,2555844,2115964,1784184,657566,272400,443970,326592,2824985,2789662,1708933,1803629,1088007,2055813,1340868,858288,1088907,2232545,1329057,2700685,1805243,659874,2628948,2388695,1591110,973330,1813202,451362,498948,2106460,2022953,2479704,2146692,2083144,1780585,184806,2324870,2264516,567955,487941,386699,1971067,1382964,988076,2409284,923132,2504932,1001405,838351,1230335,1456135,162844,783712,2506281,626570,2246474,1485564,1624540,2116424,2371083,1155340,2282562,597191,1831751,92724,1260766,1157014,2525956,516355,243953,1082096,630307,1247954,663098,1824921,889495,2773245,1416468,820486,1946127,1714234,2345755,320828,1355481,1788868,2490282,812304,159582,155033,1667131,2323315,2598055,1325898,1658768,1881305,1465268,604410,1355472,25535,2499227,1503414,2295429,1397152,1941856,681752,457867,2370552,2606949,1519284,373677,1775538,370321,1102523,2727968,1167795,1974642,466719,1310259,1852895,1051463,1715923,255418,1623512,2167808,864923,1588446,1441590,1634805,2381418,913425,2674819,174077,828193,1052867,2055965,1155171,1038268,958349,229260,1455374,2444928,435910,2732132
